Título,Año,País,Puntuación Media,Número de Puntuaciones,Director,Reparto,Enlace
Gran Turismo,2023,Estados Unidos,"6,3",3.136,Neill Blomkamp,"Archie Madekwe, David Harbour, Orlando Bloom, Djimon Hounsou, Geri Halliwell, Darren Barnet, Josha Stradowski, Pepe Barroso",https://www.filmaffinity.com/es/film333310.html
Shiva Baby,2020,Estados Unidos,"6,3",3.233,Emma Seligman,"Rachel Sennott, Dianna Agron, Glynis Bell, Richard Brundage, Polly Draper, Danny Deferrari, Ariel Eliaz, Molly Gordon",https://www.filmaffinity.com/es/film119467.html
Bacurau,2019,Brasil,"6,3",3.280,"Kleber Mendonça Filho, Juliano Dornelles","Udo Kier, Sônia Braga, Jonny Mars, Chris Doubek, Karine Teles, Alli Willow, Brian Townes, Antonio Saboia",https://www.filmaffinity.com/es/film507152.html
La virgen de agosto,2019,España,"6,3",4.075,Jonás Trueba,"Itsaso Arana, Vito Sanz, Joe Manjón, Isabelle Stoffel, Luis Heras, Mikele Urroz, María Herrador, Naiara Carmona",https://www.filmaffinity.com/es/film789659.html
Uno tras otro (In Order of Disappearance),2014,Noruega,"6,3",4.329,Hans Petter Moland,"Stellan Skarsgård, Bruno Ganz, Pål Sverre Hagen, Kristofer Hivju, Birgitte Hjort Sørensen, Jakob Oftebro, Anders Baasmo Christiansen, Peter Andersson",https://www.filmaffinity.com/es/film176742.html
Ha vuelto,2015,Alemania,"6,3",7.582,David Wnendt,"Oliver Masucci, Fabián Busch, Christoph Maria Herbst, Katja Riemann, Franziska Wulf, Lars Rudolph, Michael Kessler",https://www.filmaffinity.com/es/film535418.html
Fences,2016,Estados Unidos,"6,3",9.310,Denzel Washington,"Denzel Washington, Viola Davis, Stephen Henderson, Jovan Adepo, Mykelti Williamson, Russell Hornsby, Saniyya Sidney",https://www.filmaffinity.com/es/film702057.html
Despierta la furia,2021,Reino Unido,"6,3",11.349,Guy Ritchie,"Jason Statham, Holt McCallany, Josh Hartnett, Scott Eastwood, Jeffrey Donovan, Eddie Marsan, Niamh Algar, Laz Alonso",https://www.filmaffinity.com/es/film731110.html
Doctor Sueño,2019,Estados Unidos,"6,3",16.785,Mike Flanagan,"Ewan McGregor, Rebecca Ferguson, Kyliegh Curran, Zahn McClarnon, Carl Lumbly, Cliff Curtis, Alex Essoe, Bruce Greenwood",https://www.filmaffinity.com/es/film140751.html
Los Croods. Una aventura prehistórica,2013,Estados Unidos,"6,3",21.531,"Kirk DeMicco, Chris Sanders","Nicolas Cage, Emma Stone, Ryan Reynolds, Catherine Keener, Cloris Leachman, Clark Duke",https://www.filmaffinity.com/es/film444627.html
Sobre lo infinito,2019,Suecia,"6,3",1.046,Roy Andersson,"Martin Serner, Jessica Louthander, Tatiana Delaunay, Anders Hellström, Jan-Eje Ferling, Thore Flygel, Stefan Karlsson, Bengt Bergius",https://www.filmaffinity.com/es/film915671.html
El año que dejamos de jugar,2019,Alemania,"6,3",1.080,Caroline Link,"Riva Krymalowski, Oliver Masucci, Carla Juri, Justus von Dohnanyi, Marinus Hohmann, Ursula Werner, Rahel Hubacher, Peter Bantli",https://www.filmaffinity.com/es/film739432.html
Mayo de 1940,2015,Francia,"6,3",1.192,Christian Carion,"August Diehl, Olivier Gourmet, Mathilde Seigner, Alice Isaaz, Matthew Rhys, Joshio Marlon, Thomas Schmauser, Laurent Gerra, Jacques Bonnaffé",https://www.filmaffinity.com/es/film184853.html
Honey Boy,2019,Estados Unidos,"6,3",1.374,Alma Har'el,"Noah Jupe, Shia LaBeouf, Lucas Hedges, Maika Monroe, Natasha Lyonne, Martin Starr, Clifton Collins Jr., Laura San Giacomo",https://www.filmaffinity.com/es/film297973.html
Supernova,2020,Reino Unido,"6,3",1.392,Harry Macqueen,"Colin Firth, Stanley Tucci, James Dreyfus, Pippa Haywood, Sarah Woodward, Tina Louise Owens, Julie Hannan, John Alan Roberts",https://www.filmaffinity.com/es/film421592.html
The Fake,2013,Corea del Sur,"6,3",1.677,Yeon Sang-ho,,https://www.filmaffinity.com/es/film333642.html
Little Boy,2015,México,"6,3",1.849,Alejandro Monteverde,"Jakob Salvati, Emily Watson, Kevin James, Tom Wilkinson, Cary-Hiroyuki Tagawa, Eduardo Verastegui, Ben Chaplin, David Henrie",https://www.filmaffinity.com/es/film629539.html
Belle,2013,Reino Unido,"6,3",2.842,Amma Asante,"Gugu Mbatha-Raw, Tom Wilkinson, Sam Reid, Sarah Gadon, Miranda Richardson, Penelope Wilton, Tom Felton, James Norton",https://www.filmaffinity.com/es/film684086.html
El amor es extraño,2014,Estados Unidos,"6,3",2.928,Ira Sachs,"John Lithgow, Alfred Molina, Marisa Tomei, Charlie Tahan, Cheyenne Jackson, Tatyana Zbirovskaya, Olya Zueva, Jason Stuart",https://www.filmaffinity.com/es/film950380.html
Silvio (y los otros),2018,Italia,"6,3",3.406,Paolo Sorrentino,"Toni Servillo, Elena Sofia Ricci, Riccardo Scamarcio, Kasia Smutniak, Euridice Axén, Fabrizio Bentivoglio, Roberto De Francesco, Dario Cantarelli",https://www.filmaffinity.com/es/film585908.html
La luz entre los océanos,2016,Estados Unidos,"6,3",4.277,Derek Cianfrance,"Michael Fassbender, Alicia Vikander, Rachel Weisz, Bryan Brown, Anthony Hayes, Caren Pistorius, Leon Ford, Benedict Hardie",https://www.filmaffinity.com/es/film915555.html
Annette,2021,Francia,"6,3",5.811,Leos Carax,"Adam Driver, Marion Cotillard, Simon Helberg, Dominique Dauwe, Kait Tenison, Latoya Rafaela, Rebecca Dyson-Smith, Natalia Lafourcade",https://www.filmaffinity.com/es/film772027.html
Deuda de honor,2014,Estados Unidos,"6,3",6.027,Tommy Lee Jones,"Hilary Swank, Tommy Lee Jones, Grace Gummer, Miranda Otto, Sonja Richter, Tim Blake Nelson, David Dencik, John Lithgow",https://www.filmaffinity.com/es/film164296.html
Slow West,2015,Reino Unido,"6,3",6.964,John Maclean,"Michael Fassbender, Kodi Smit-McPhee, Ben Mendelsohn, Brooke Williams, Rory McCann, Jeffrey Thomas, Caren Pistorius, Kalani Queypo",https://www.filmaffinity.com/es/film212669.html
Julieta,2016,España,"6,3",18.341,Pedro Almodóvar,"Emma Suárez, Adriana Ugarte, Daniel Grao, Inma Cuesta, Darío Grandinetti, Rossy de Palma, Michelle Jenner, Pilar Castro",https://www.filmaffinity.com/es/film864360.html
Misión Imposible: Nación Secreta,2015,Estados Unidos,"6,3",24.044,Christopher McQuarrie,"Tom Cruise, Rebecca Ferguson, Simon Pegg, Jeremy Renner, Sean Harris, Ving Rhames, Alec Baldwin, Simon McBurney",https://www.filmaffinity.com/es/film981330.html
Un hada llamada Liza,2015,Hungría,"6,3",1.179,Károly Ujj Mészáros,"Mónika Balsai, Szabolcs Bede Fazekas, David Sakurai, Piroska Molnár, Mariann Kocsis, Zoltán Schmied, Antal Cserna, Lehel Kovács",https://www.filmaffinity.com/es/film716366.html
La isla de Bergman,2021,Francia,"6,3",1.549,Mia Hansen-Løve,"Vicky Krieps, Tim Roth, Mia Wasikowska, Anders Danielsen Lie, Joel Spira, Oscar Reis, Jonas Larsson Grönström, Clara Strauch",https://www.filmaffinity.com/es/film302647.html
Mary y la flor de la bruja,2017,Japón,"6,3",2.017,Hiromasa Yonebayashi,,https://www.filmaffinity.com/es/film805243.html
La puerta abierta,2016,España,"6,3",2.565,Marina Seresesky,"Carmen Machi, Terele Pávez, Asier Etxeandia, Lucía Balas, Sonia Almarcha, Paco Tous, Emilio Palacios, Mar Saura",https://www.filmaffinity.com/es/film141955.html
El joven Karl Marx,2017,Francia,"6,3",2.617,Raoul Peck,"August Diehl, Stefan Konarske, Vicky Krieps, Olivier Gourmet, Hannah Steele, Eric Godon, Rolf Kanies, Stephen Hogan",https://www.filmaffinity.com/es/film497547.html
La batalla olvidada,2020,Países Bajos (Holanda),"6,3",2.973,Matthijs van Heijningen Jr.,"Tom Felton, Gijs Blom, Susan Radder, Jamie Flatters, Theo Barklem-Biggs, Jan Bijvoet, Richard Dillane, Scott Reid",https://www.filmaffinity.com/es/film986721.html
La mecánica del corazón,2014,Francia,"6,3",3.069,"Stéphane Berla, Mathias Malzieu",,https://www.filmaffinity.com/es/film924979.html
El médico alemán (Wakolda),2013,Argentina,"6,3",3.616,Lucía Puenzo,"Àlex Brendemühl, Florencia Bado, Natalia Oreiro, Diego Peretti, Elena Roger, Guillermo Pfening, Ana Pauls, Alan Daicz",https://www.filmaffinity.com/es/film203147.html
Hasta los huesos: Bones and All,2022,Italia,"6,3",4.405,Luca Guadagnino,"Taylor Russell, Timothée Chalamet, Mark Rylance, André Holland, Michael Stuhlbarg, Chloë Sevigny, Jessica Harper, David Gordon Green",https://www.filmaffinity.com/es/film147735.html
Disobedience,2017,Reino Unido,"6,3",4.764,Sebastián Lelio,"Rachel Weisz, Rachel McAdams, Alessandro Nivola, David Olawale Ayinde, Mark Stobbart, Cara Horgan, Sophia Brown, Lasco Atkins",https://www.filmaffinity.com/es/film833233.html
La dama de oro,2015,Reino Unido,"6,3",5.116,Simon Curtis,"Helen Mirren, Ryan Reynolds, Daniel Brühl, Tatiana Maslany, Charles Dance, Katie Holmes, Antje Traue, Max Irons",https://www.filmaffinity.com/es/film611268.html
Creed II: La leyenda de Rocky,2018,Estados Unidos,"6,3",12.161,Steven Caple Jr.,"Michael B. Jordan, Sylvester Stallone, Tessa Thompson, Dolph Lundgren, Florian Munteanu, Phylicia Rashad, Wood Harris, Kristina Aponte",https://www.filmaffinity.com/es/film121870.html
El Escuadrón Suicida,2021,Estados Unidos,"6,3",18.434,James Gunn,"Idris Elba, Margot Robbie, Joel Kinnaman, Viola Davis, Daniela Melchior, David Dastmalchian, John Cena, Alice Braga",https://www.filmaffinity.com/es/film124669.html
It Follows,2014,Estados Unidos,"6,3",26.104,David Robert Mitchell,"Maika Monroe, Keir Gilchrist, Daniel Zovatto, Jake Weary, Olivia Luccardi, Lili Sepe, Linda Boston, Caitlin Burt",https://www.filmaffinity.com/es/film811561.html
Only You,2018,Reino Unido,"6,3",1.135,Harry Wootliff,"Laia Costa, Josh O'Connor, Natalie Arle-Toyne, Isabelle Barth, Tam Dean Burn, Daniel Campbell, Joe Cassidy, Orion Lee",https://www.filmaffinity.com/es/film186750.html
El baile de las locas,2021,Francia,"6,3",1.354,Mélanie Laurent,"Lou de Laâge, Mélanie Laurent, Gregoire Bonnet, Christophe Montenez, Benjamin Voisin, Emmanuelle Bercot, Lauréna Thellier, Vincent Nemeth",https://www.filmaffinity.com/es/film372931.html
La danza de la realidad,2013,Chile,"6,3",1.361,Alejandro Jodorowsky,"Brontis Jodorowsky, Jeremias Herskovits, Pamela Flores, Alejandro Jodorowsky, Bastián Bodenhöfer, Axel Jodorowsky, Adan Jodorowsky, Andrés Cox",https://www.filmaffinity.com/es/film539809.html
Paraíso: Esperanza,2013,Austria,"6,3",1.364,Ulrich Seidl,"Melanie Lenz, Joseph Lorenz, Verena Lehbauer, Michael Thomas, Viviane Bartsch, Johanna Schmid, Maria Hofstätter, Rainer Luttenberger, Hannes A. Pendl",https://www.filmaffinity.com/es/film706832.html
Heidi,2015,Alemania,"6,3",1.466,Alain Gsponer,"Anuk Steffe, Bruno Ganz, Katharina Schüttler, Jella Haase, Maxim Mehmet, Peter Lohmeyer, Rebecca Indermaur, Hannelore Hoger",https://www.filmaffinity.com/es/film716195.html
Diamantes negros,2013,España,"6,3",1.579,Miguel Alcantud,"Setigui Diallo, Hamidou Samake, Guillermo Toledo, Carlo D'Ursi, Carlos Bardem, Pedro Bachura",https://www.filmaffinity.com/es/film868761.html
Hounds of Love,2016,Australia,"6,3",1.619,Ben Young,"Emma Booth, Ashleigh Cummings, Stephen Curry, Susie Porter, Damian de Montemas, Harrison Gilbertson, Fletcher Humphrys, Steve Turner",https://www.filmaffinity.com/es/film364998.html
Júlia ist,2017,España,"6,3",1.845,Elena Martín,"Elena Martín, Oriol Puig, Laura Weissmahr, Jakob Daprile, Remi Pradere, Paula Knüpling, Carla Linares, Max Grosse",https://www.filmaffinity.com/es/film840909.html
Los fenómenos,2014,España,"6,3",1.861,Alfonso Zarauza,"Lola Dueñas, Luis Tosar, Juan Carlos Vellido, Miguel de Lira, Antonio Durán, Xosé A. Touriñán, Federico Pérez, Marcos Javier Fernández Eimil",https://www.filmaffinity.com/es/film832125.html
Historia de una pasión,2016,Reino Unido,"6,3",1.871,Terence Davies,"Cynthia Nixon, Jennifer Ehle, Duncan Duff, Keith Carradine, Jodhi May, Joanna Bacon, Catherine Bailey, Emma Bell",https://www.filmaffinity.com/es/film333810.html
I Feel Good: La historia de James Brown,2014,Estados Unidos,"6,3",2.375,Tate Taylor,"Chadwick Boseman, David Andrew Nash, Nelsan Ellis, Viola Davis, Octavia Spencer, Jill Scott, Tika Sumpter, Dan Aykroyd",https://www.filmaffinity.com/es/film781080.html
Lo que arde con el fuego,2018,Estados Unidos,"6,3",3.164,Paul Dano,"Jake Gyllenhaal, Carey Mulligan, Ed Oxenbould, Zoe Margaret Colletti, Bill Camp, Travis W Bruyer, Russell Herrera Jr., Darryl Cox",https://www.filmaffinity.com/es/film948705.html
Mandela. Del mito al hombre,2013,Sudáfrica,"6,3",3.715,Justin Chadwick,"Idris Elba, Naomie Harris, Tony Kgoroge, Riaad Moosa, Jamie Bartlett, Lindiwe Matshikiza, Terry Pheto, Deon Lotz",https://www.filmaffinity.com/es/film623232.html
"Guillaume y los chicos, ¡a la mesa!",2013,Francia,"6,3",5.604,Guillaume Gallienne,"Guillaume Gallienne, Françoise Fabian, Yves Jacques, André Marcon, Diane Kruger, Nanou Garcia, Yvon Back, Pierre Derenne",https://www.filmaffinity.com/es/film150067.html
Suite francesa,2014,Reino Unido,"6,3",6.316,Saul Dibb,"Michelle Williams, Matthias Schoenaerts, Kristin Scott Thomas, Sam Riley, Margot Robbie, Ruth Wilson, Alexandra Maria Lara, Tom Schilling",https://www.filmaffinity.com/es/film141182.html
Spencer,2021,Reino Unido,"6,3",7.540,Pablo Larraín,"Kristen Stewart, Jack Farthing, Timothy Spall, Sally Hawkins, Sean Harris, Richard Sammel, Amy Manson, Ryan Wichert",https://www.filmaffinity.com/es/film936699.html
Locke,2013,Reino Unido,"6,3",17.975,Steven Knight,"Tom Hardy, Olivia Colman, Ruth Wilson, Andrew Scott, Ben Daniels, Tom Holland, Bill Milner",https://www.filmaffinity.com/es/film450101.html
Pasión inocente,2013,Estados Unidos,"6,3",1.184,Drake Doremus,"Felicity Jones, Guy Pearce, Kyle MacLachlan, Amy Ryan, Mackenzie Davis, Hugo Becker, Alexandra Wentworth",https://www.filmaffinity.com/es/film607315.html
Jimmy's Hall,2014,Reino Unido,"6,3",1.792,Ken Loach,"Barry Ward, Simone Kirby, Andrew Scott, Jim Norton, Brian F. O'Byrne, Shane Cullen, Paul Fox, Sorcha Fox",https://www.filmaffinity.com/es/film770252.html
El país de las maravillas,2014,Italia,"6,3",1.891,Alice Rohrwacher,"Maria Alexandra Lungu, Sam Louwyck, Alba Rohrwacher, Sabine Timoteo, Agnese Graziani, Monica Bellucci, Luis Huilca, Eva Lea Pace Morrow, Maris Stella Morrow",https://www.filmaffinity.com/es/film773383.html
Monsieur Chocolat,2016,Francia,"6,3",2.082,Roschdy Zem,"Omar Sy, James Thiérrée, Clotilde Hesme, Olivier Gourmet, Frédéric Pierrot, Noémie Lvovsky, Alice de Lencquesaing, Olivier Rabourdin, Alex Descas",https://www.filmaffinity.com/es/film160140.html
1944,2015,Estonia,"6,3",2.095,Elmo Nüganen,"Märt Pius, Mait Malmsten, Ain Mäeots, Magnús Mariuson, Kristjan Sarv, Maiken Schmidt, Rain Simmul, Ivo Uukkivi",https://www.filmaffinity.com/es/film651067.html
Sicarivs: La noche y el silencio,2015,España,"6,3",2.192,Javier Muñoz,"Víctor Clavijo, Pedro Casablanc, Sebastián Haro, Carlos Olalla, Chete Lera, Alejandra Llorente, Mario Pardo, Roger Pera",https://www.filmaffinity.com/es/film793260.html
El tercer asesinato,2017,Japón,"6,3",2.576,Hirokazu Koreeda,"Masaharu Fukuyama, Kôji Yakusho, Suzu Hirose, Kôtarô Yoshida, Yuki Saito, Shinnosuke Mitsushima, Izumi Matsuoka, Mikako Ichikawa, Isao Hashizume",https://www.filmaffinity.com/es/film130336.html
La (des)educación de Cameron Post,2018,Estados Unidos,"6,3",2.768,Desiree Akhavan,"Chloë Grace Moretz, Sasha Lane, Forrest Goodluck, John Gallagher Jr., Jennifer Ehle, Quinn Shephard, Dalton Harrod, Christopher Dylan White",https://www.filmaffinity.com/es/film152101.html
Viva la libertad,2013,Italia,"6,3",2.831,Roberto Andò,"Toni Servillo, Valerio Mastandrea, Valeria Bruni Tedeschi, Michela Cescon, Anna Bonaiuto, Eric Nguyen, Judith Davis, Andrea Renzi",https://www.filmaffinity.com/es/film259620.html
McFarland,2015,Estados Unidos,"6,3",3.091,Niki Caro,"Kevin Costner, Maria Bello, Mariann Gavelo, Elsie Fisher, Martha Higareda, Morgan Saylor, Vincent Martella, Daniel Moncada",https://www.filmaffinity.com/es/film405261.html
Girasoles silvestres,2022,España,"6,3",3.176,Jaime Rosales,"Anna Castillo, Oriol Pla, Quim Àvila Conde, Lluís Marqués, Carolina Yuste, Manolo Solo, Diana Gómez, Eva Díez",https://www.filmaffinity.com/es/film302860.html
The Report,2019,Estados Unidos,"6,3",4.205,Scott Z. Burns,"Adam Driver, Annette Bening, Jon Hamm, Ted Levine, Maura Tierney, Michael C. Hall, Tim Blake Nelson, Jennifer Morrison",https://www.filmaffinity.com/es/film586794.html
Una chica vuelve a casa sola de noche,2014,Estados Unidos,"6,3",4.453,Ana Lily Amirpour,"Sheila Vand, Arash Marandi, Dominic Rains, Marshall Manesh, Mozhan Marnò, Milad Eghbali",https://www.filmaffinity.com/es/film880926.html
The Diary of a Teenage Girl,2015,Estados Unidos,"6,3",4.631,Marielle Heller,"Bel Powley, Alexander Skarsgård, Kristen Wiig, Christopher Meloni, Margarita Levieva, Madeleine Waters, Abby Wait, Quinn Nagle",https://www.filmaffinity.com/es/film211995.html
Benedetta,2021,Francia,"6,3",5.168,Paul Verhoeven,"Virginie Efira, Charlotte Rampling, Daphne Patakia, Olivier Rabourdin, Lambert Wilson, Louise Chevillotte, Guilaine Londez, Clotilde Courau",https://www.filmaffinity.com/es/film734832.html
Identidad borrada,2018,Estados Unidos,"6,3",5.329,Joel Edgerton,"Lucas Hedges, Nicole Kidman, Russell Crowe, Joel Edgerton, Xavier Dolan, Troye Sivan, Ron Clinton Smith, Emily Hinkler",https://www.filmaffinity.com/es/film249609.html
Swiss Army Man,2016,Estados Unidos,"6,3",11.383,"Dan Kwan, Daniel Scheinert, Daniels","Paul Dano, Daniel Radcliffe, Mary Elizabeth Winstead, Timothy Eulich, Richard Gross, Marika Casteel, Aaron Marshall, Antonia Ribero, Shane Carruth",https://www.filmaffinity.com/es/film850266.html
La invitación,2015,Estados Unidos,"6,3",19.841,Karyn Kusama,"Logan Marshall-Green, Michiel Huisman, Tammy Blanchard, John Carroll Lynch, Mike Doyle, Emayatzy Corinealdi, Karl Yune, Toby Huss",https://www.filmaffinity.com/es/film779556.html
Madre!,2017,Estados Unidos,"6,3",28.951,Darren Aronofsky,"Jennifer Lawrence, Javier Bardem, Ed Harris, Michelle Pfeiffer, Domhnall Gleeson, Kristen Wiig, Brian Gleeson, Cristina Rosato",https://www.filmaffinity.com/es/film594704.html
Spider-Man: Homecoming,2017,Estados Unidos,"6,3",34.095,Jon Watts,"Tom Holland, Michael Keaton, Robert Downey Jr., Jon Favreau, Marisa Tomei, Jacob Batalon, Zendaya, Tony Revolori",https://www.filmaffinity.com/es/film478990.html
Un monstruo en mi puerta,2014,Corea del Sur,"6,3",1.238,July Jung,"Bae Doona, Jang Hee-jin, Song Sae-byuk, Kim Sae-ron, Moon Sung-keun, Kim Min-jae, Lee Jung-Eun, Gong Myung, Kim Jin-Goo",https://www.filmaffinity.com/es/film808206.html
The Place: El precio de un deseo,2017,Italia,"6,3",1.295,Paolo Genovese,"Valerio Mastandrea, Marco Giallini, Alessandro Borghi, Silvio Muccino, Alba Rohrwacher, Vittoria Puccini, Sabrina Ferilli, Silvia D'Amico",https://www.filmaffinity.com/es/film774463.html
Comportarse como adultos,2019,Francia,"6,3",1.416,Costa-Gavras,"Christos Loulis, Alexandros Bourdoumis, Ulrich Tukur, Josiane Pinson, Valeria Golino, Daan Schuurmans, Christos Stergioglou, Themis Panou",https://www.filmaffinity.com/es/film937706.html
Buenos vecinos,2017,Islandia,"6,3",1.951,Hafsteinn Gunnar Sigurðsson,"Steinþór Hróar Steinþórsson, Edda Björgvinsdóttir, Sigurður Sigurjónsson, Þorsteinn Bachmann, Lára Jóhanna Jónsdóttir, Hjörtur Jóhann Jónsson, Selma Björnsdóttir, Dóra Jóhannsdóttir, Helga Kristín Helgadóttir",https://www.filmaffinity.com/es/film461924.html
El teléfono,2020,Corea del Sur,"6,3",2.873,Lee Chung-hyun,"Park Shin-hye, Jeon Jong-seo, Kim Min-ha, Kim Sung-ryung, Lee El, Oh Jung-se, Lee Dong-hwi, Park Ho-san",https://www.filmaffinity.com/es/film509316.html
La promesa,2016,Estados Unidos,"6,3",2.978,Terry George,"Oscar Isaac, Charlotte Le Bon, Christian Bale, Shohreh Aghdashloo, Alicia Borrachero, James Cromwell, Daniel Giménez Cacho, Jean Reno",https://www.filmaffinity.com/es/film160249.html
Hermosa juventud,2014,España,"6,3",4.035,Jaime Rosales,"Ingrid García Jonsson, Carlos Rodríguez, Juanma Calderón, Inma Nieto, Fernando Barona, Patricia Mendy, Miguel Guardiola, Torbe",https://www.filmaffinity.com/es/film683660.html
El blues de Beale Street,2018,Estados Unidos,"6,3",4.374,Barry Jenkins,"KiKi Layne, Stephan James, Regina King, Diego Luna, Pedro Pascal, Ed Skrein, Teyonah Parris, Colman Domingo",https://www.filmaffinity.com/es/film833043.html
María (y los demás),2016,España,"6,3",4.732,Nely Reguera,"Bárbara Lennie, José Ángel Egido, Pablo Derqui, Vito Sanz, Alba Loureiro, Julián Villagrán, Rocío León, María Vázquez",https://www.filmaffinity.com/es/film511318.html
Mr. Turner,2014,Reino Unido,"6,3",5.123,Mike Leigh,"Timothy Spall, Dorothy Atkinson, Marion Bailey, Paul Jesson, Martin Savage, Lesley Manville, Ruth Sheen, Roger Ashton-Griffiths",https://www.filmaffinity.com/es/film324035.html
El camino de vuelta,2013,Estados Unidos,"6,3",5.426,"Nat Faxon, Jim Rash","Liam James, Steve Carell, Toni Collette, Sam Rockwell, Allison Janney, AnnaSophia Robb, Maya Rudolph, Rob Corddry",https://www.filmaffinity.com/es/film294202.html
Mañana empieza todo,2016,Francia,"6,3",5.729,Hugo Gélin,"Omar Sy, Clémence Poésy, Gloria Colston, Antoine Bertrand, Karl Farrer, Anna Cottis, Susan Fordham, Phelim Kelly",https://www.filmaffinity.com/es/film575333.html
